id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;variacao;afinacao_grave_para_agudo;casas_grave_para_agudo;dedos_grave_para_agudo;notas_resultantes;casa_inicial;pestana;cordas_abafadas;cordas_soltas;baixo;dificuldade;observacoes;fonte
violao-Cm7-1;violao;Cm7;;C;Dó;menor com sétima;1 b3 5 b7;1;E-A-D-G-B-E;8-6-8-0-8-6;2-1-3-0-4-1;C-D#-A#-G-G-A#;6;"sim; dedo 1 na casa 6, cordas 2 a 6";;4;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cm7-2;violao;Cm7;;C;Dó;menor com sétima;1 b3 5 b7;2;E-A-D-G-B-E;8-6-8-0-8-8;2-1-3-0-4-4;C-D#-A#-G-G-C;6;não;;4;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cm7-3;violao;Cm7;;C;Dó;menor com sétima;1 b3 5 b7;3;E-A-D-G-B-E;8-X-8-8-8-8;1-X-1-1-1-1;C-X-A#-D#-G-C;8;"sim; dedo 1 na casa 8, cordas 1 a 6";2;;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C6-1;violao;C6;;C;Dó;sexta;1 3 5 6;1;E-A-D-G-B-E;8-0-7-0-8-0;2-0-1-0-3-0;C-A-A-G-G-E;7;não;;2,4,6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C6-2;violao;C6;;C;Dó;sexta;1 3 5 6;2;E-A-D-G-B-E;8-0-X-0-8-0;1-0-X-0-1-0;C-A-X-G-G-E;8;"sim; dedo 1 na casa 8, cordas 1 a 5";3;2,4,6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C6-3;violao;C6;;C;Dó;sexta;1 3 5 6;3;E-A-D-G-B-E;8-7-7-0-8-0;2-1-1-0-3-0;C-E-A-G-G-E;7;"sim; dedo 1 na casa 7, cordas 2 a 3";;4,6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cm6-1;violao;Cm6;;C;Dó;menor com sexta;1 b3 5 6;1;E-A-D-G-B-E;8-0-7-8-8-8;2-0-1-3-4-4;C-A-A-D#-G-C;7;não;;2;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cm6-2;violao;Cm6;;C;Dó;menor com sexta;1 b3 5 6;2;E-A-D-G-B-E;8-0-X-8-8-8;1-0-X-1-1-1;C-A-X-D#-G-C;8;"sim; dedo 1 na casa 8, cordas 1 a 6";3;2;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cm6-3;violao;Cm6;;C;Dó;menor com sexta;1 b3 5 6;3;E-A-D-G-B-E;8-6-7-0-8-8;3-1-2-0-4-4;C-D#-A-G-G-C;6;não;;4;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cdim-1;violao;Cdim;;C;Dó;diminuto;1 b3 b5;1;E-A-D-G-B-E;8-6-X-8-7-8;3-1-X-4-2-4;C-D#-X-D#-F#-C;6;não;3;;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cdim-2;violao;Cdim;;C;Dó;diminuto;1 b3 b5;2;E-A-D-G-B-E;8-9-X-8-7-8;2-4-X-3-1-4;C-F#-X-D#-F#-C;7;não;3;;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cdim-3;violao;Cdim;;C;Dó;diminuto;1 b3 b5;3;E-A-D-G-B-E;8-X-X-8-7-8;2-X-X-3-1-4;C-X-X-D#-F#-C;7;não;2,3;;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Caug-1;violao;Caug;;C;Dó;aumentado;1 3 #5;1;E-A-D-G-B-E;X-3-2-1-1-0;X-3-2-1-1-0;X-C-E-G#-C-E;1;"sim; dedo 1 na casa 1, cordas 4 a 5";1;6;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Caug-2;violao;Caug;;C;Dó;aumentado;1 3 #5;2;E-A-D-G-B-E;8-7-6-5-5-0;4-3-2-1-1-0;C-E-G#-C-E-E;5;"sim; dedo 1 na casa 5, cordas 4 a 5";;6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Caug-3;violao;Caug;;C;Dó;aumentado;1 3 #5;3;E-A-D-G-B-E;8-7-6-9-9-0;3-2-1-4-4-0;C-E-G#-E-G#-E;6;não;;6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Csus2-1;violao;Csus2;;C;Dó;suspenso com segunda;1 2 5;1;E-A-D-G-B-E;X-3-0-0-3-3;X-1-0-0-1-1;X-C-D-G-D-G;3;"sim; dedo 1 na casa 3, cordas 2 a 6";1;3,4;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Csus2-2;violao;Csus2;;C;Dó;suspenso com segunda;1 2 5;2;E-A-D-G-B-E;8-X-0-0-8-8;1-X-0-0-1-1;C-X-D-G-G-C;8;"sim; dedo 1 na casa 8, cordas 1 a 6";2;3,4;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Csus2-3;violao;Csus2;;C;Dó;suspenso com segunda;1 2 5;3;E-A-D-G-B-E;X-3-0-0-X-3;X-1-0-0-X-1;X-C-D-G-X-G;3;"sim; dedo 1 na casa 3, cordas 2 a 6";1,5;3,4;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Csus4-1;violao;Csus4;;C;Dó;suspenso com quarta;1 4 5;1;E-A-D-G-B-E;8-8-X-0-8-8;1-1-X-0-1-1;C-F-X-G-G-C;8;"sim; dedo 1 na casa 8, cordas 1 a 6";3;4;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Csus4-2;violao;Csus4;;C;Dó;suspenso com quarta;1 4 5;2;E-A-D-G-B-E;X-3-3-0-X-3;X-1-1-0-X-1;X-C-F-G-X-G;3;"sim; dedo 1 na casa 3, cordas 2 a 6";1,5;4;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Csus4-3;violao;Csus4;;C;Dó;suspenso com quarta;1 4 5;3;E-A-D-G-B-E;X-3-3-0-1-1;X-2-3-0-1-1;X-C-F-G-C-F;1;"sim; dedo 1 na casa 1, cordas 5 a 6";1;4;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cadd9-1;violao;Cadd9;;C;Dó;com nona adicionada;1 3 5 9;1;E-A-D-G-B-E;X-3-0-0-3-0;X-1-0-0-1-0;X-C-D-G-D-E;3;"sim; dedo 1 na casa 3, cordas 2 a 5";1;3,4,6;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cadd9-2;violao;Cadd9;;C;Dó;com nona adicionada;1 3 5 9;2;E-A-D-G-B-E;8-7-0-0-8-0;2-1-0-0-3-0;C-E-D-G-G-E;7;não;;3,4,6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Cadd9-3;violao;Cadd9;;C;Dó;com nona adicionada;1 3 5 9;3;E-A-D-G-B-E;8-X-0-0-8-0;1-X-0-0-1-0;C-X-D-G-G-E;8;"sim; dedo 1 na casa 8, cordas 1 a 5";2;3,4,6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C9-1;violao;C9;;C;Dó;nona dominante;1 3 5 b7 9;1;E-A-D-G-B-E;X-3-0-3-3-0;X-1-0-1-1-0;X-C-D-A#-D-E;3;"sim; dedo 1 na casa 3, cordas 2 a 5";1;3,6;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C9-2;violao;C9;;C;Dó;nona dominante;1 3 5 b7 9;2;E-A-D-G-B-E;8-7-8-7-8-0;2-1-3-1-4-0;C-E-A#-D-G-E;7;"sim; dedo 1 na casa 7, cordas 2 a 4";;6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C9-3;violao;C9;;C;Dó;nona dominante;1 3 5 b7 9;3;E-A-D-G-B-E;8-7-0-0-8-6;3-2-0-0-4-1;C-E-D-G-G-A#;6;não;;3,4;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C5-1;violao;C5;;C;Dó;quinta (power chord);1 5;1;E-A-D-G-B-E;8-10-10-0-8-8;1-2-3-0-1-1;C-G-C-G-G-C;8;"sim; dedo 1 na casa 8, cordas 1 a 6";;4;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C5-2;violao;C5;;C;Dó;quinta (power chord);1 5;2;E-A-D-G-B-E;8-X-X-0-8-8;1-X-X-0-1-1;C-X-X-G-G-C;8;"sim; dedo 1 na casa 8, cordas 1 a 6";2,3;4;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C5-3;violao;C5;;C;Dó;quinta (power chord);1 5;3;E-A-D-G-B-E;X-3-X-0-X-3;X-1-X-0-X-1;X-C-X-G-X-G;3;"sim; dedo 1 na casa 3, cordas 2 a 6";1,3,5;4;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C7b5-1;violao;C7b5;;C;Dó;sétima com quinta diminuta;1 3 b5 b7;1;E-A-D-G-B-E;8-7-8-9-7-0;2-1-3-4-1-0;C-E-A#-E-F#-E;7;"sim; dedo 1 na casa 7, cordas 2 a 5";;6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C7b5-2;violao;C7b5;;C;Dó;sétima com quinta diminuta;1 3 b5 b7;2;E-A-D-G-B-E;8-9-8-9-7-0;2-4-3-4-1-0;C-F#-A#-E-F#-E;7;não;;6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C7b5-3;violao;C7b5;;C;Dó;sétima com quinta diminuta;1 3 b5 b7;3;E-A-D-G-B-E;8-7-8-X-7-0;2-1-3-X-1-0;C-E-A#-X-F#-E;7;"sim; dedo 1 na casa 7, cordas 2 a 5";4;6;C;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#-1;violao;C#;Db;C#;Dó sustenido;maior;1 3 5;1;E-A-D-G-B-E;X-4-6-6-6-4;X-1-2-3-4-1;X-C#-G#-C#-F-G#;4;"sim; dedo 1 na casa 4, cordas 2 a 6";1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#-2;violao;C#;Db;C#;Dó sustenido;maior;1 3 5;2;E-A-D-G-B-E;X-4-3-1-2-1;X-4-3-1-2-1;X-C#-F-G#-C#-F;1;"sim; dedo 1 na casa 1, cordas 4 a 6";1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#-3;violao;C#;Db;C#;Dó sustenido;maior;1 3 5;3;E-A-D-G-B-E;X-4-3-1-2-4;X-4-3-1-2-4;X-C#-F-G#-C#-G#;1;não;1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#m-1;violao;C#m;Dbm;C#;Dó sustenido;menor;1 b3 5;1;E-A-D-G-B-E;9-11-11-9-9-0;1-2-3-1-1-0;C#-G#-C#-E-G#-E;9;"sim; dedo 1 na casa 9, cordas 1 a 5";;6;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#m-2;violao;C#m;Dbm;C#;Dó sustenido;menor;1 b3 5;2;E-A-D-G-B-E;9-X-X-9-9-0;1-X-X-1-1-0;C#-X-X-E-G#-E;9;"sim; dedo 1 na casa 9, cordas 1 a 5";2,3;6;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#m-3;violao;C#m;Dbm;C#;Dó sustenido;menor;1 b3 5;3;E-A-D-G-B-E;X-4-6-6-5-0;X-1-3-4-2-0;X-C#-G#-C#-E-E;4;não;1;6;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#7-1;violao;C#7;Db7;C#;Dó sustenido;sétima dominante;1 3 5 b7;1;E-A-D-G-B-E;X-4-3-4-0-4;X-2-1-3-0-4;X-C#-F-B-B-G#;3;não;1;5;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#7-2;violao;C#7;Db7;C#;Dó sustenido;sétima dominante;1 3 5 b7;2;E-A-D-G-B-E;9-11-9-10-0-9;1-3-1-2-0-1;C#-G#-B-F-B-C#;9;"sim; dedo 1 na casa 9, cordas 1 a 6";;5;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#7-3;violao;C#7;Db7;C#;Dó sustenido;sétima dominante;1 3 5 b7;3;E-A-D-G-B-E;9-11-11-10-0-9;1-3-4-2-0-1;C#-G#-C#-F-B-C#;9;"sim; dedo 1 na casa 9, cordas 1 a 6";;5;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#maj7-1;violao;C#maj7;Dbmaj7;C#;Dó sustenido;sétima maior;1 3 5 7;1;E-A-D-G-B-E;9-X-10-10-9-9;1-X-2-3-1-1;C#-X-C-F-G#-C#;9;"sim; dedo 1 na casa 9, cordas 1 a 6";2;;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#maj7-2;violao;C#maj7;Dbmaj7;C#;Dó sustenido;sétima maior;1 3 5 7;2;E-A-D-G-B-E;X-4-6-5-6-4;X-1-3-2-4-1;X-C#-G#-C-F-G#;4;"sim; dedo 1 na casa 4, cordas 2 a 6";1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#maj7-3;violao;C#maj7;Dbmaj7;C#;Dó sustenido;sétima maior;1 3 5 7;3;E-A-D-G-B-E;X-4-3-1-1-1;X-3-2-1-1-1;X-C#-F-G#-C-F;1;"sim; dedo 1 na casa 1, cordas 4 a 6";1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#m7-1;violao;C#m7;Dbm7;C#;Dó sustenido;menor com sétima;1 b3 5 b7;1;E-A-D-G-B-E;9-X-9-9-9-0;1-X-1-1-1-0;C#-X-B-E-G#-E;9;"sim; dedo 1 na casa 9, cordas 1 a 5";2;6;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#m7-2;violao;C#m7;Dbm7;C#;Dó sustenido;menor com sétima;1 b3 5 b7;2;E-A-D-G-B-E;9-11-9-9-0-0;1-2-1-1-0-0;C#-G#-B-E-B-E;9;"sim; dedo 1 na casa 9, cordas 1 a 4";;5,6;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#m7-3;violao;C#m7;Dbm7;C#;Dó sustenido;menor com sétima;1 b3 5 b7;3;E-A-D-G-B-E;9-11-11-9-0-0;1-2-3-1-0-0;C#-G#-C#-E-B-E;9;"sim; dedo 1 na casa 9, cordas 1 a 4";;5,6;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#6-1;violao;C#6;Db6;C#;Dó sustenido;sexta;1 3 5 6;1;E-A-D-G-B-E;9-8-8-X-9-9;2-1-1-X-3-4;C#-F-A#-X-G#-C#;8;"sim; dedo 1 na casa 8, cordas 2 a 3";4;;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#6-2;violao;C#6;Db6;C#;Dó sustenido;sexta;1 3 5 6;2;E-A-D-G-B-E;X-4-3-3-2-4;X-4-2-3-1-4;X-C#-F-A#-C#-G#;2;não;1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#6-3;violao;C#6;Db6;C#;Dó sustenido;sexta;1 3 5 6;3;E-A-D-G-B-E;X-4-3-3-X-4;X-2-1-1-X-3;X-C#-F-A#-X-G#;3;"sim; dedo 1 na casa 3, cordas 3 a 4";1,5;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#m6-1;violao;C#m6;Dbm6;C#;Dó sustenido;menor com sexta;1 b3 5 6;1;E-A-D-G-B-E;9-7-8-9-9-0;3-1-2-4-4-0;C#-E-A#-E-G#-E;7;não;;6;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#m6-2;violao;C#m6;Dbm6;C#;Dó sustenido;menor com sexta;1 b3 5 6;2;E-A-D-G-B-E;9-X-8-9-9-0;2-X-1-3-4-0;C#-X-A#-E-G#-E;8;não;2;6;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#m6-3;violao;C#m6;Dbm6;C#;Dó sustenido;menor com sexta;1 b3 5 6;3;E-A-D-G-B-E;9-11-11-9-11-0;1-2-3-1-4-0;C#-G#-C#-E-A#-E;9;"sim; dedo 1 na casa 9, cordas 1 a 4";;6;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#dim-1;violao;C#dim;Dbdim;C#;Dó sustenido;diminuto;1 b3 b5;1;E-A-D-G-B-E;X-4-5-0-5-0;X-1-2-0-3-0;X-C#-G-G-E-E;4;não;1;4,6;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#dim-2;violao;C#dim;Dbdim;C#;Dó sustenido;diminuto;1 b3 b5;2;E-A-D-G-B-E;X-4-2-0-2-0;X-2-1-0-1-0;X-C#-E-G-C#-E;2;"sim; dedo 1 na casa 2, cordas 3 a 5";1;4,6;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#dim-3;violao;C#dim;Dbdim;C#;Dó sustenido;diminuto;1 b3 b5;3;E-A-D-G-B-E;X-4-X-0-5-0;X-1-X-0-2-0;X-C#-X-G-E-E;4;não;1,3;4,6;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#aug-1;violao;C#aug;Dbaug;C#;Dó sustenido;aumentado;1 3 #5;1;E-A-D-G-B-E;9-0-11-10-10-9;1-0-4-2-3-1;C#-A-C#-F-A-C#;9;"sim; dedo 1 na casa 9, cordas 1 a 6";;2;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
